Name,Genotype,Sent to and date,Constructed by,Thawed for and date,Constructed from,Isolation date,Isolation location,Gps latitude,Gps longitude,Description,SysID
JU775,wild type,"Jagan Srinivasan (1/21/2014), David Raizen (6/2/2014), Frank Schroeder (7/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (01/08/2014), E. Andersen (12/11/2014)",NA,7/10/05,"Lisbon, Portugal",38.7175,-9.1486,,
JU792,wild type,"Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,8/31/05,"Fr̩chendets, France",43.06,0.24,,
JU1213,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,9/24/07,"Primel Tr̩gastel, France",48.71,-3.81,,
JU1395,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/03/2014), F. Schroeder (07/20/2015)",NA,3/1/08,"Saut-aux-Loups, France",47.2199,0.04619,,
JU1400,wild type,"BeomseokSeo(08/10/2015), Jon Pierce-Shimamura (09/21/2015), Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/10/2014), Beomseok Seo (07/20/2015)",NA,3/1/08,"Sevilla, Spain",37.3845,-5.988,,
JU1409,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/10/2014), F. Schroeder (07/20/2015)",NA,3/31/08,"Carmona, Spain",37.468,-5.637,,
JU1440,wild type,"David Raizen (6/2/2014), Frank Schroeder (07/01/2014)",M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (02/10/2014), E. Andersen (10/01/2015)",NA,6/9/08,"Barcelona, Spain",41.41307,2.15231,,
JU1491,wild type,Frank Schroeder (07/15/2015),M-A. F̩lix,"E. Andersen (05/23/2013), E. Andersen (02/10/2014), F. Schroeder (06/18/2015)",NA,8/17/08,"Le Blanc, France",46.63,1.06,,
JU1568,wild type,Frank Schroeder (07/15/2015),M-A. F̩lix,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), F. Schroeder (06/18/2015)",NA,10/5/08,"Ivry-sur-Seine, France",48.8092,2.3862,,
JU1581,wild type,"Frank Schroeder (09/21/2015), Charlie Baer (09/28/2015)",M-A. F̩lix,"E. Andersen (05/23/2013), E. Andersen (02/10/2014), F. Schroeder (07/20/2015)",NA,10/23/08,"Orsay, France",48.7015,2.1725,,
JU2001,wild type,-,T. Belicard,F. Schroeder (10/01/2015),NA,9/1/10,La R̬union,-21.1,55.5,,
MY18,wild type,-,H. Schulenburg,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), F. Schroeder (10/01/2015)",NA,7/1/02,"Roxel, Germany",51.96,7.53,,
ECA253,wild type,"Alex Soukas (1/21/2014), Jagan Srinivasan (1/21/2014), Alex Soukas (1/30/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Sam Lasse (7/24/14), Daehan Lee (8/5/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015), BeomseokSeo(08/10/2015), Jon Pierce-Shimamura (09/21/2015)",W. Nicholas,-,NA,1/1/51,"Bristol, United Kingdom",51.45,-2.59,,
PX179,wild type,-,B. White,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), F. Schroeder (10/01/2015)",NA,10/2/01,"Eugene, USA",44.035,-123.058,,
QX1212,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",M. Rockman,D. Cook (06/18/2015),NA,11/26/07,"San Francisco, USA",37.7502,-122.4331,,
QX1213,wild type,-,M. Rockman,-,NA,11/26/07,"San Francisco, USA",37.7502,-122.4331,,
QX1214,wild type,-,M. Rockman,-,NA,11/26/07,"San Francisco, USA",37.7502,-122.4331,,
QX1215,wild type,-,M. Rockman,-,NA,11/26/07,"San Francisco, USA",37.7502,-122.4331,,
QX1794,wild type,-,E. Andersen,F. Schroeder (10/01/2015),NA,1/28/11,"Maui, USA",20.70559,-156.35678,,
RC301,wild type,"David Raizen (6/2/2014), Frank Schroeder (07/01/2014), BeomseokSeo(08/10/2015)",R. Cassada,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), D. Cook (06/18/2015)",NA,1/1/83,"Freiburg, Germany",47.99,7.84,,
WN2001,wild type,-,J. Riksen,F. Schroeder (10/01/2015),NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
CB4852,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",-,"E. Andersen (05/17/2013), E. Andersen (02/10/2014), F. Schroeder (10/01/2015)",NA,pre-1966,Unknown,NA,NA,,
ECA250,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",E.M. Hedgecock,F. Schroeder (10/01/2015),NA,11/1/72,"Claremont, USA",34.096,-117.719,,
ECA247,wild type,-,T. Doniach,-,NA,1/1/82,"Palo Alto, USA",37.43,-122.13,,
CX11254,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",A. Sivasundar,F. Schroeder (10/01/2015),NA,9/1/03,"Los Angeles, USA",34.13531,-118.30582,,
CX11292,wild type,"Frank Schroeder (07/15/2015), BeomseokSeo(08/10/2015)",A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (02/10/2014), Frank Schroeder (06/18/2015)",NA,2/1/04,"Los Angeles, USA",34.13531,-118.30582,,
CX11314,wild type,"Jagan Srinivasan (1/21/2014) (2/18/2014), David Raizen (6/2/2014), Frank Schroeder (07/01/2014), Art Edison (03/16/2015), Jon Shimomura-Pierce (07/21/2015), Marty Chalfie (07/21/2015), Marian Walhout (07/21/2015)",A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (01/08/2013), E. Andersen (12/11/2014)",NA,9/1/03,"Los Angeles, USA",34.12946,-118.10987,,
CX11262,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",A. Sivasundar,"E. Andersen (05/17/2013), E. Andersen (02/10/2014), F. Schroeder (10/01/2015)",NA,9/1/03,"Los Angeles, USA",34.12946,-118.10987,,
ECA249,wild type,-,E.M. Hedgecock,"E. Andersen (05/17/2013), E. Andersen (02/10/2014)",NA,11/1/72,"Claremont, USA",34.096,-117.719,,
CX11264,wild type,"Frank Schroeder (07/15/2015), Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",A. Sivasundar,"E. Andersen (05/20/2013), E. Andersen (02/10/2014), Frank Schroeder (06/18/2015)",NA,9/1/03,"Los Angeles, USA",34.12946,-118.10987,,
QG536,wild type,-,M. Rockman,F. Schroeder (10/01/2015),NA,-,"San Francisco, USA",37.7502,-122.4331,,
ECA244,wild type,-,V. Nigon,-,NA,pre-1949,"Bergerac, France",44.85,0.48,,
ECA251,wild type,-,E.M. Hedgecock,"E. Andersen (05/17/2013), E. Andersen (02/10/2014)",NA,1/1/73,"Pasadena, USA",34.1,-118.1,,
ECA245,wild type,-,C.D. Johnson,"E. Andersen (05/17/2013), E. Andersen (02/10/2014)",NA,5/1/74,"Altadena, USA",34.189,-118.131,,
QX1216,wild type,-,M. Rockman,-,NA,11/26/07,"San Francisco, USA",37.7502,-122.4331,,
QX1233,wild type,Frank Schroeder (07/15/2015),M. Rockman,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), F. Schroeder (06/18/2015)",NA,11/24/07,"Berkeley, USA",37.8804,-122.2838,,
WN2002,wild type,-,J. Riksen,"E. Andersen (05/23/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), F. Schroeder (10/01/2015)",NA,11/11/07,"Wageningen, Netherlands",51.975285,5.694834,,
QX1793,wild type,-,E. Andersen,F. Schroeder (10/01/2015),NA,1/28/11,"Maui, USA",20.70559,-156.35678,,
ECA252,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",E.M. Hedgecock,F. Schroeder (10/01/2015),NA,1/1/73,"Pasadena, USA",34.1,-118.1,,
JU1088,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), F. Schroeder (10/01/2015)",NA,3/14/07,"Kakegawa, Japan",34.7613,138.0149,,
ECA261,wild type,-,S. Baird,-,NA,-,"Dayton, USA",39.7,-84.2,,
N2,wild type,-,W. Nicholas,P. McGrath (10/02/2015),NA,1/1/51,"Bristol, United Kingdom",51.45,-2.59,,
ECA254,wild type,-,W. Nicholas,-,NA,1/1/51,"Bristol, United Kingdom",51.45,-2.59,,
ECA262,wild type,-,H. Kagawa,-,NA,-,"Okayama, Japan",34.6,133.9,,
WN2010,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2011,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2013,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2014,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2016,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2017,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2018,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2019,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2020,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
WN2021,wild type,-,J. Riksen,-,NA,6/26/08,"Doetichem, Netherlands",51.954422,6.303406,,
JU778,wild type,-,M-A. F̩lix,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), E. Andersen (11/02/2015)",NA,7/10/05,"Lisbon, Portugal",38.719,-9.1491,,
JU394,wild type,-,A. Barri̬re,"E. Andersen (05/22/2013), E. Andersen (05/29/2013), E. Andersen (02/10/2014), E. Andersen (11/02/2015)",NA,9/1/02,"Hermanville, France",49.28,-0.32,,
QX1533,wild type,-,E. Andersen,-,NA,7/2/09,"Princeton, USA",40.332676,-74.72583,,
QX1546,wild type,-,E. Andersen,-,NA,8/1/09,"Knoxville, TN",35.931125,-84.931125,,
QX1547,wild type,-,E. Andersen,-,NA,8/1/09,"Knoxville, TN",35.931125,-84.931125,,
QX1540,wild type,-,E. Andersen,-,NA,7/22/09,"Knoxville, TN",35.931125,-84.931125,,
QX1538,wild type,-,E. Andersen,-,NA,8/7/09,"Knoxville, TN",35.931125,-84.931125,,
QX1543,wild type,-,-,-,NA,-,-,NA,NA,,
QX1553,wild type,-,-,-,NA,-,-,NA,NA,,
QX1552,wild type,-,-,-,NA,-,-,NA,NA,,
QX1539,wild type,-,E. Andersen,-,NA,7/22/09,"Knoxville, TN",35.931125,-84.931125,,
QX1541,wild type,-,-,-,NA,-,-,NA,NA,,
QX1532,wild type,-,-,-,NA,-,-,NA,NA,,
QX1534,wild type,-,-,-,NA,-,-,NA,NA,,
QX1555,wild type,-,E. Andersen,-,NA,9/20/09,"Vassalboro, USA",44.45,-69.67,,
QX1557,wild type,-,E. Andersen,-,NA,9/20/09,"Vassalboro, USA",44.45,-69.67,,
QX1558,wild type,-,E. Andersen,-,NA,9/20/09,"Vassalboro, USA",44.45,-69.67,,
QX1542,wild type,-,J. Gerke,-,NA,-,"Harrisonville, USA",38.65,-94.34,,
JU279,wild type,-,M-A. F̩lix,-,NA,8/6/02,"Paris, France",48.843931,2.359576,,
ED3035,wild type,-,A. Cutter,-,NA,-,"Tapei, Taiwan",25.1,121.5,,
AF16,wild type,-,A. Fodor,-,NA,-,"Ahmedabad, India",23.03,72.56,,
AF8130,wild type,-,A. Fodor,-,NA,-,"Ontario, Canada",51.3,-85.3,,
HK104,wild type,-,H. Kagawa,-,NA,-,"Okayama, Japan",34.6,133.9,,
JU348,wild type,-,M-A. F̩lix,-,NA,9/8/02,"Merlet, France",44.2,4.4,,
EG4181,wild type,-,M. Ailion,-,NA,8/4/06,"Salt Lake City, USA",40.7,-111.8,,
QX1544,wild type,-,E. Andersen,-,NA,-,Columbus USA,39.9,-82.9,,
QX1570,wild type,-,E. Andersen,-,NA,-,"Vassalboro, USA",44.45,-69.67,,
PS312,wild type,-,-,-,NA,-,-,NA,NA,,
JT11362,wild type,-,J. Kemner,-,NA,5/1/03,"Lake Forest Park, USA",47.763944,-122.275484,,
QX1556,wild type,-,E. Andersen,-,NA,9/20/09,"Vassalboro, USA",44.45,-69.67,,
QX1545,wild type,-,E. Andersen,-,NA,-,Columbus USA,39.9,-82.9,,
QX1798,wild type,-,E. Andersen,-,NA,1/26/11,"Maui, USA",20.8742,-156.1856,,
QX1811,wild type,-,E. Andersen,-,NA,1/25/11,"Maui, USA",20.9825,-156.5463,,
QX1801,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.8189,-156.0904,,
QX1814,wild type,-,E. Andersen,-,NA,1/26/11,"Maui, USA",20.884,-156.2058,,
QX1816,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.9368,-156.3489,,
QX1813,wild type,-,E. Andersen,-,NA,"January 24 ,2011","Maui, USA",NA,NA,,
QX1808,wild type,-,E. Andersen,-,NA,"January 24 ,2011","Maui, USA",20.764,-156.2929,,
QX1792 #2,wild type,-,E. Andersen,-,NA,1/28/11,"Maui, USA",20.70554,-156.35475,,
QX1796,wild type,-,E. Andersen,-,NA,1/26/11,"Maui, USA",20.8795,-156.1965,,
QX1802,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.6299,-156.3948,,
QX1791 #2,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.6344,-156.3935,,
QX1794 #2,wild type,-,E. Andersen,-,NA,1/28/11,"Maui, USA",20.70559,-156.35678,,
QX1797,wild type,-,E. Andersen,-,NA,1/26/11,"Maui, USA",20.8744,-156.186,,
QX1812,wild type,-,E. Andersen,-,NA,1/28/11,"Maui, USA",20.87967,-156.54677,,
QX1793 #2,wild type,-,E. Andersen,-,NA,1/28/11,"Maui, USA",20.70559,-156.35678,,
QX1803,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.72027,-156.44406,,
QX1804,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.7894,-156.0043,,
QX1795,wild type,-,E. Andersen,-,NA,1/25/11,"Maui, USA",20.9818,-156.5463,,
QX1809,wild type,-,E. Andersen,-,NA,"January 24 ,2011","Maui, USA",20.764,-156.2929,,
QX1800,wild type,-,E. Andersen,-,NA,1/26/11,"Maui, USA",20.8715,-156.1694,,
QX1817,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.789,-156.0043,,
QX1807,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.6341,-156.1409,,
QX1805,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.7992,-156.0664,,
QX1815,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.8554,-156.1685,,
QG537 #2,wild type,-,M. Rockman,-,NA,-,"San Francisco, USA",NA,NA,,
QG538 #2,wild type,-,M. Rockman,-,NA,-,"San Francisco, USA",NA,NA,,
QG536 #2,wild type,-,M. Rockman,-,NA,-,"San Francisco, USA",NA,NA,,
QX1818,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.7891,-156.0045,,
QX1819,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.7894,-156.0043,,
QG558 #2,wild type,-,A. Paaby,-,NA,6/27/11,"Santa Barbara, USA",34.421629,-119.702021,,
QX1806,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.6194,-156.2313,,
QX1810,wild type,-,E. Andersen,-,NA,1/25/11,"Maui, USA",21.01,-156.5612,,
AF16 CGC #2,wild type,-,A. Fodor,-,NA,-,"Ahmedabad, India",23.03,72.56,,
HK104 CGC #2,wild type,-,H. Kagawa,-,NA,-,"Okayama, Japan",34.6,133.9,,
QX1818 #2,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.7891,-156.0045,,
QX1819 #2,wild type,-,E. Andersen,-,NA,1/27/11,"Maui, USA",20.7894,-156.0043,,
QG2075,wild type,-,M. Rockman,E. Andersen (11/5/2015),-,2/20/13,"Athens, Georgia, USA",33.951,-83.376,,
JU2464,wild type,-,L. Frezal,F. Schroeder (10/01/2015),NA580,1/9/13,"Aguas Calientes, Peru",-13.155,-72.525,,
JU2466,wild type,-,L. Frezal,E. Andersen (11/5/2015),NA,1/9/13,"Ollantaytambo, Peru",-13.257,-72.266,,
JU2467,wild type,-,L. Frezal,-,NA,1/9/13,"Aguas Calientes, Peru",-13.155,-72.525,,
JU2468,wild type,-,L. Frezal,-,NA,1/9/13,"Aguas Calientes, Peru",-13.155,-72.525,,
EG4788,wild type,-,M. Ailion,-,NA,28-Mar-07,"Amares, Portugal",41.629,-8.347,,
QW947,wild type,-,M. Alkema,E. Andersen (11/5/2015),NA,12-Apr-13,"Santiago, Chile",-33.4213,-70.6106,,
NIC255,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,2012-11.18,Parc Valrose,43.714834,7.266779,,
NIC256,wild type,-,C. Braendle,F. Schroeder (10/01/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC267,wild type,-,C. Braendle,F. Schroeder (10/01/2015),NA,12/7/12,"Oeiras, Portugal",38.69237,-9.31592,,
NIC277,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/15/12,Parc Valrose,43.716441,7.266138,,
NIC258,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC260,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC262,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC263,wild type,-,C. Braendle,-,NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC268,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/7/12,"Oeiras, Portugal",38.69237,-9.31592,,
NIC270,wild type,-,C. Braendle,-,NA,12/7/12,"Oeiras, Portugal",38.69237,-9.14875,,
NIC271,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/7/12,"Oeiras, Portugal",38.69237,-9.31592,,
NIC275,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/9/12,"Alqueiḍo da Boavista, Portugal",39.769459,-8.756356,,
NIC276,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/9/12,"Alqueiḍo da Boavista, Portugal",39.769459,-8.756356,,
NIC251,wild type,-,S. Carvalho,E. Andersen (11/5/2015),NA,Aug-12,"Ribeira do Nabo, Urzelina, S. Jorge, Azores",38.66621,28.151364,,
NIC252,wild type,-,S. Carvalho,E. Andersen (11/5/2015),NA,Aug-12,"Ribeira do Nabo, Urzelina, S. Jorge, Azores",38.661313,-28.147949,,
NIC261,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC265,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC273,wild type,-,C. Braendle,-,NA,12/9/12,"Alqueiḍo da Boavista, Portugal",39.769459,-8.756356,,
NIC269,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/7/12,"Oeiras, Portugal",38.69237,-9.31592,,
NIC272,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/9/12,"Alqueiḍo da Boavista, Portugal",39.769459,-8.756356,,
JU2513,wild type,-,M.A. Felix,E. Andersen (11/5/2015),NA,2013,"Aigio, Greece",38.26016,22.0736,,
NIC259,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/2/12,"Lisbon, Portugal",38.71829,-9.14875,,
NIC274,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/9/12,"Alqueiḍo da Boavista, Portugal",39.769459,-8.756356,,
NIC242,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,-,"Oeiras, Portugal",38.691765,-9.31609,,
NIC266,wild type,-,C. Braendle,E. Andersen (11/5/2015),NA,12/7/12,"Oeiras, Portugal",38.69237,-9.31592,,
BRC20067,wild type,"Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",Chia-Yi Kao,E. Andersen (11/5/2015),NA,1/13/12,near Hehuanshan and W LIng in China,24.072954,121.169736,,
ECA257,wild type,-,-,-,NA,NA,NA,NA,NA,,
ECA260,wild type,-,L. Hollen,-,NA,8/1/72,NA,21.33,-157.86,,
CB4856 (CGC #2) - DO NOT USE!!!!!!!!!,wild type,"Jagan Srinivasan (1/21/2014), Alex Soukas (1/21/2014), Alex Soukas (1/30/2014)",L. Hollen,-,NA,8/1/72,NA,21.33,-157.86,,
JU2316,wild type,-,M-A. F̩lix,E. Andersen (11/5/2015),NA,8/25/13,"Lisbon, Portugal",38.7175,-9.1486,,
JU2519,wild type,-,M-A. F̩lix,E. Andersen (11/5/2015),NA,8/25/13,"Lisbon, Portugal",38.7175,-9.1486,,
JU2522,wild type,-,M-A. F̩lix,E. Andersen (11/5/2015),NA,8/25/13,"Lisbon, Portugal",38.7175,-9.1486,,
JU2526,wild type,-,M-A. F̩lix,E. Andersen (11/5/2015),NA,8/25/13,"Lisbon, Portugal",38.7175,-9.1486,,
ECA158,wild type,-,I Ly,-,NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
ECA159,wild type,-,I Ly,-,NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
ECA160,wild type,-,I Ly,-,NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
ECA35,wild type,-,I Ly,-,NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
ECA36,wild type,"M-A Feliz (01/06/2015), Junho Lee (11/16/2015), Marian Walhout (11/16/2015), Eric Miska (11/24/2015)",I Ly,M-A Felix (12/11/2014),NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
ECA37,wild type,-,I Ly,-,NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
ECA38,wild type,-,I Ly,-,NA,7/27/13,"Auckland, New Zealand",-36.893333,174.745529,,
LSJ2,wild type,-,W. Nicholas,-,NA,1951,"Bristol, United Kingdom",51.45,-2.59,,
ECA161,wild type,-,Kristen Laricchia,-,NA,10/24/13,Maui,see notes,see notes,,
ECA162,wild type,-,Kristen Laricchia,-,-,10/25/13,"Maui, USA",20.79915,156.03812,,
ECA163,wild type,-,Members of the Andersen Lab,-,NA,10/5/13,"Woodstock, IL",42.361025,-88.427841,,
ECA164,wild type,-,Members of the Andersen Lab,-,NA,10/5/13,"Woodstock, IL",42.361025,-88.427841,,
ECA165,wild type,-,Members of the Andersen Lab,-,NA,10/5/13,"Woodstock, IL",42.361025,-88.427841,,
ECA167,wild type,-,Members of the Andersen Lab,-,NA,10/5/13,"Woodstock, IL",42.361025,-88.427841,,
SB280,wild type,-,W. Sudhaus,-,-,16-Jun-96,Guadeloupe,NA,NA,,
PB2801,wild type,-,-,-,NA,NA,NA,NA,NA,,
JU724,wild type,-,M-A. Felix,-,NA,13-May-05,"Zhouzhuang, Jiangsu, China",31.1,120.8,,
JU2574,wild type,-,Meena Murmu,-,NA,4-Oct-13,"Kovalam (Kerala, India)",8.4,76.975,,
CB4856 (CGC #3),wild type,"David Raizen (6/2/2014), Frank Schroeder (07/01/2014)",L. Hollen,-,NA,8/1/72,"Oahu, Hawaii",21.33,-157.86,,
VT847,wild type,-,V. Ambros,-,NA,unknown,Hawaii,unknown,unknown,,
PB800,wild type,-,-,-,NA,-,Dayton Ohio,39.823748,-84.289418,,
ECA255,wild type,-,W. Nicholas,-,NA,1/1/51,"Bristol, United Kingdom",51.45,-2.59,,
JU2016,wild type,-,C. Nelson,-,NA,2010-11,"San Francisco, USA",37.757593,-122.463177,,
JU2017,wild type,-,C. Nelson,-,NA,2010-11,"San Francisco, USA",37.757593,-122.463177,,
JU2131,wild type,-,M-A Felix,-,NA,8/9/11,"Baie des Tr̩pass̩s (Finist̬re), France",48.0497,-4.705,,
JU2250,wild type,-,L. Fr̩zal,-,NA,11/15/12,"Cardroc (Ile et Vilaine, France)",48.285278,-1.891389,,
JU2460,wild type,-,M-A Felix,-,NA,12/28/02,"Ile Callot (Finist̬re, France)",48.6934,-3.9251,,
JU2461,wild type,-,Collected by: L. Lokmane Isolated by: L. Fr̩zal,-,NA,2013-01,Madre de Dios (Peru),-12.801653,-69.289488,,
JU2478,wild type,-,M-A Felix,-,NA,2013-02,"Brussels, Belgium",50.85,4.351,,
JU2575,wild type,-,M-A Felix and S. Marsh,-,NA,10/26/13,"Crouy-sur-Ourcq (Seine-et-Marne), France",49.0857,3.0707,,
JU2619,wild type,-,S. Marsh,-,NA,2014-01,Arizona,-,-,,
ECA171,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",NA,-,,
ECA172,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.267244,-157.705881,,
ECA173,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.482312,-157.946401,,
ECA174,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.286839,-157.280034,,
ECA175,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.306265,-157.851375,,
ECA176,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",NA,-,,
ECA177,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.282235,-157.801556,,
ECA178,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.286914,-157.834785,,
ECA179,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.386338,-157.925536,,
ECA180,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.3114,-157.7964,,
ECA181,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",NA,-,,
ECA182,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.465,-157.9968,,
ECA183,wild type,-,-,-,-,2014-05,"Big Island, Hawaii",21.258435,-157.766307,,
